KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file
HF,46080.0,4.124352415189755,60.0255,60.0318,43515,57852,Pipistrellus nathusii,0.36,0.513,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,25.730807819176547,1260.0655,1260.0723,40078,68112,Pipistrellus nathusii,0.397,0.526,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,18.671057671968338,960.0965,960.1027,40078,56533,Myotis daubentonii,0.261,0.555,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,13.016443798046621,1290.7615,1290.7674,41796,64539,Myotis daubentonii,0.246,0.532,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,15.436312455210492,1350.2545,1350.2604,38359,67364,Myotis daubentonii,0.383,0.522,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,30.794491948937342,1380.1825,1380.1897,37500,89982,Myotis daubentonii,0.438,0.5,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,47040.0,14.576769648795494,1411.2725,1411.2788,45234,67598,Pipistrellus pipistrellus,0.254,0.576,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,5.545305026687829,1440.4305,1440.4365,41796,57874,Pipistrellus nathusii,0.245,0.534,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,10.44349304823005,1470.0255,1470.0314,44375,62390,Pipistrellus pipistrellus,0.444,0.512,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,4.125988665773233,30.7205,30.7275,45234,57831,Pipistrellus pipistrellus,0.411,0.541,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,23.07785885886137,1500.6545,1500.661,35781,83837,Myotis daubentonii,0.486,0.54,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,12.965242453305926,1530.8585,1530.8639,41796,63047,Pipistrellus nathusii,0.433,0.548,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,31.115080641559075,1560.0795,1560.0878,38359,89905,Myotis daubentonii,0.485,0.544,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,9.0820704527367,1591.6125,1591.6198,43515,57445,Pipistrellus nathusii,0.263,0.526,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,16.550781091463122,1622.2655,1622.2721,38359,80696,Myotis daubentonii,0.493,0.523,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,47040.0,8.601072664188859,1320.0085,1320.0161,44375,55631,Pipistrellus nathusii,0.268,0.541,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,9.226933933552473,930.1345,930.1414,39218,48465,Pipistrellus nathusii,0.463,0.578,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,18.86602752327591,900.0155,900.0213,40937,66584,Pipistrellus nathusii,0.422,0.53,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,3.387801341448325,90.0125,90.0193,44375,56492,Pipistrellus nathusii,0.342,0.529,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,15.754581027009191,210.8615,210.8691,41796,66201,Myotis daubentonii,0.181,0.508,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,47040.0,11.351441216975974,240.0285,240.0367,41796,58673,Pipistrellus pipistrellus,0.196,0.516,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,17.736627530063327,270.2005,270.2083,42656,64182,Pipistrellus pipistrellus,0.247,0.578,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,2.709700010200138,300.1265,300.1322,44375,55679,Pipistrellus pipistrellus,0.454,0.577,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,14.229060626252858,330.0465,330.0526,41796,65900,Myotis daubentonii,0.35,0.55,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,13.69725971774862,150.0465,150.0557,43515,64781,Pipistrellus pipistrellus,0.182,0.502,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,5.506995997889204,360.0345,360.0404,42656,56599,Myotis daubentonii,0.165,0.511,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,14.710999515497104,390.2295,390.2373,41796,63088,Pipistrellus nathusii,0.383,0.517,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,42240.0,19.970828721420308,420.1725,420.1781,39218,60828,Pipistrellus nathusii,0.397,0.596,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,47040.0,12.66469616415324,450.0705,450.0774,44375,70239,Pipistrellus pipistrellus,0.221,0.513,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,27.283302042311206,480.6515,480.6587,42656,69190,Pipistrellus nathusii,0.206,0.504,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,10.912858100188386,120.1085,120.1161,43515,61442,Pipistrellus pipistrellus,0.274,0.544,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,4.503453130253958,510.0585,510.0666,40078,50996,Pipistrellus nathusii,0.527,0.587,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,10.586315831930984,540.8925,540.8994,40937,56538,Pipistrellus nathusii,0.306,0.539,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,34.45751394531581,570.9455,570.9525,38359,84290,Myotis daubentonii,0.464,0.501,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,4.879571798256805,600.0275,600.0334,44375,53928,Pipistrellus pipistrellus,0.475,0.543,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,53760.0,8.415624037656599,630.6255,630.6295,50390,61383,Pipistrellus pipistrellus,0.29,0.512,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,52800.0,10.219293014611031,662.6265,662.6308,51250,64891,Pipistrellus pygmaeus,0.336,0.501,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,16.893818648114074,690.3935,690.4005,37500,80625,Myotis daubentonii,0.465,0.518,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,10.177263330067404,720.9415,720.9471,40078,57292,Pipistrellus nathusii,0.433,0.546,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,42240.0,18.035588942473687,750.3025,750.3096,40937,68215,Pipistrellus nathusii,0.409,0.503,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,54720.0,16.210947073036202,780.2715,780.2745,52109,67381,Pipistrellus pygmaeus,0.266,0.564,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,18.521589273402114,810.3375,810.3436,35781,71082,Myotis daubentonii,0.403,0.507,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,21.859438261800804,840.0035,840.0099,39218,60976,Pipistrellus nathusii,0.425,0.599,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,30.665656004841196,871.6545,871.6615,37500,82269,Myotis daubentonii,0.476,0.501,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,12.068511796893233,1652.0675,1652.0737,43515,58627,Pipistrellus pipistrellus,0.535,0.643,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,5.1612999173143965,1680.0545,1680.0606,44375,62849,Pipistrellus pipistrellus,0.504,0.613,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,5.28185219498051,180.2655,180.2733,43515,52998,Pipistrellus pipistrellus,0.377,0.54,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,8.670346053121394,1740.0645,1740.0713,41796,57803,Pipistrellus nathusii,0.57,0.663,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,7.017691582857889,1770.3765,1770.3815,42656,61258,Myotis daubentonii,0.424,0.529,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,14.463144299810867,1710.0535,1710.0604,43515,54922,Pipistrellus pipistrellus,0.202,0.541,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,5.740438481647725,30.7735,30.7789,45234,58718,Pipistrellus pipistrellus,0.502,0.548,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,47040.0,11.369216208818159,1592.0065,1592.0124,41796,59385,Pipistrellus nathusii,0.304,0.613,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,5.752502700849915,1740.1605,1740.1671,42656,50909,Pipistrellus nathusii,0.449,0.516,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,4.83285927638152,60.2255,60.2346,44375,59017,Pipistrellus nathusii,0.199,0.511,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,13.35936400744394,481.5365,481.5429,41796,69487,Myotis daubentonii,0.419,0.505,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,52800.0,24.162833104722026,780.9965,781.0003,47812,72534,Myotis alcathoe,0.32,0.521,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,51840.0,8.103549146277107,1230.8395,1230.8456,46953,73387,Pipistrellus pipistrellus,0.24,0.502,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,8.545009635600966,360.3165,360.3236,41796,51133,Pipistrellus nathusii,0.321,0.521,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,17.40564806369302,750.7725,750.7787,40078,63468,Myotis daubentonii,0.25,0.511,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,11.170401420749121,1200.0895,1200.0961,44375,68352,Pipistrellus pipistrellus,0.204,0.529,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,14.097956044719213,541.2085,541.2141,40937,59764,Myotis daubentonii,0.242,0.544,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,17.55002371468376,1411.3905,1411.3971,43515,69503,Pipistrellus pipistrellus,0.183,0.508,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,6.526725508833634,0.3755,0.3837,42656,50351,Pipistrellus nathusii,0.576,0.611,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,12.797161888370855,510.2105,510.2191,42656,66895,Pipistrellus nathusii,0.403,0.513,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,16.848152174509043,872.3195,872.3263,40078,62822,Myotis daubentonii,0.304,0.542,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,6.6715311740452545,1770.6915,1770.6966,44375,59060,Pipistrellus pipistrellus,0.358,0.502,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,27.457024930087286,1260.1515,1260.1586,40078,74292,Pipistrellus nathusii,0.392,0.513,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,24.753845338865798,1380.2605,1380.267,40078,65848,Pipistrellus nathusii,0.463,0.555,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,14.114214391097857,663.7655,663.771,40078,58882,Pipistrellus nathusii,0.234,0.524,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,5.964719406409154,960.1695,960.1753,45234,64543,Pipistrellus pipistrellus,0.22,0.541,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,13.607134037673623,1291.9605,1291.9674,40937,70013,Myotis daubentonii,0.244,0.523,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,42240.0,11.99811847797056,1530.9355,1530.9424,40078,62798,Pipistrellus nathusii,0.441,0.569,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,27.790935674150926,122.4185,122.4274,42656,71773,Pipistrellus pipistrellus,0.206,0.522,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,53760.0,9.25011443964198,1560.5865,1560.592,47812,66696,Pipistrellus pipistrellus,0.385,0.625,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,15.084327551120044,240.2055,240.2116,41796,64434,Pipistrellus pipistrellus,0.405,0.559,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,42240.0,21.971737223195028,420.2495,420.2559,39218,67269,Pipistrellus nathusii,0.392,0.567,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,47040.0,14.39057125726997,1320.0645,1320.0721,45234,67886,Pipistrellus nathusii,0.185,0.501,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,11.108595038302091,631.1125,631.1179,41796,55162,Pipistrellus nathusii,0.375,0.503,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,40320.0,7.9431025774620085,840.0895,840.0962,39218,50751,Pipistrellus nathusii,0.365,0.501,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,6.680325345725686,1710.3355,1710.342,44375,66496,Pipistrellus nathusii,0.181,0.502,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,8.521351909434093,90.0775,90.0854,40937,56204,Pipistrellus nathusii,0.344,0.504,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,54720.0,15.420600132624326,1622.3965,1622.4001,51250,65131,Pipistrellus pipistrellus,0.454,0.52,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,49920.0,13.057874436182487,1350.3095,1350.3135,46953,63478,Pipistrellus pipistrellus,0.493,0.544,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,52800.0,10.570415242301925,1680.7855,1680.7896,51250,73778,Pipistrellus pipistrellus,0.517,0.573,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,15.850207469170334,1020.5755,1020.5822,41796,63639,Myotis daubentonii,0.23,0.502,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,10.67325961249356,300.2075,300.2163,43515,62208,Pipistrellus pipistrellus,0.259,0.548,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,5.910793418035857,1470.1495,1470.1555,44375,57709,Pipistrellus pipistrellus,0.256,0.506,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,19.51616004860705,1050.1915,1050.1998,42656,63948,Pipistrellus nathusii,0.271,0.515,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,14.399998728517849,390.5915,390.597,42656,61091,Pipistrellus nathusii,0.347,0.518,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,9.41181310548232,690.5105,690.5157,38359,58785,Myotis daubentonii,0.484,0.523,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,14.102850192168361,990.9405,990.9468,42656,67654,Myotis daubentonii,0.226,0.511,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,14.928533205847982,900.1165,900.1226,40937,58732,Pipistrellus nathusii,0.463,0.611,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,15.433936584670072,1080.9065,1080.9125,38359,71343,Myotis daubentonii,0.441,0.53,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,54720.0,26.455695870406586,181.3085,181.3155,39218,87676,Myotis daubentonii,0.559,0.581,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,9.984667814119979,1440.5195,1440.5252,42656,62907,Pipistrellus nathusii,0.286,0.503,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,12.059199686907485,600.0705,600.077,40937,61924,Pipistrellus nathusii,0.236,0.508,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,10.350466786899009,211.7685,211.7754,43515,58880,Pipistrellus nathusii,0.281,0.515,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,13.763889688189428,931.9555,931.9627,41796,63019,Pipistrellus nathusii,0.25,0.573,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,18.428804194460675,1652.1515,1652.1585,41796,61294,Pipistrellus pipistrellus,0.237,0.543,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,49920.0,7.687008155805373,1110.8665,1110.8709,49531,63116,Pipistrellus pipistrellus,0.449,0.532,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,18.08791169452188,330.4885,330.4963,42656,67712,Pipistrellus nathusii,0.198,0.518,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,12.10208947557156,1141.4075,1141.4157,44375,63900,Pipistrellus nathusii,0.42,0.535,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,53760.0,12.515246305759105,1500.7685,1500.7735,46093,65632,Pipistrellus pipistrellus,0.395,0.519,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,8.194506265216289,811.2325,811.2383,41796,57005,Pipistrellus nathusii,0.264,0.52,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,15.382249427682789,150.5545,150.5627,43515,70592,Pipistrellus pipistrellus,0.31,0.551,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,8.921544533838656,270.3315,270.3385,40937,49171,Pipistrellus nathusii,0.442,0.504,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,5.303556937840064,1170.6835,1170.6902,40078,50124,Pipistrellus nathusii,0.352,0.502,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,15.699709755041802,721.0275,721.0336,40937,65132,Pipistrellus nathusii,0.365,0.508,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,9.383880691080064,572.4345,572.4416,41796,58852,Pipistrellus nathusii,0.325,0.536,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,8.209218405124613,450.4055,450.4119,45234,63778,Pipistrellus pipistrellus,0.196,0.593,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,52800.0,8.570886421241777,1770.7475,1770.7536,43515,65004,Myotis daubentonii,0.226,0.528,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,15.507137906924267,960.4395,960.4451,38359,55847,Myotis daubentonii,0.295,0.527,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,9.31803291590478,1411.7665,1411.7727,40078,55134,Pipistrellus nathusii,0.449,0.523,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,8.969110250463872,1470.5195,1470.5247,44375,58583,Pipistrellus pipistrellus,0.39,0.534,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,47040.0,9.655287294932586,811.3355,811.3402,42656,59279,Myotis daubentonii,0.362,0.522,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,30.060730573068184,1380.3395,1380.3474,38359,89711,Myotis daubentonii,0.49,0.543,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,7.854197429406793,481.8365,481.8433,41796,57347,Pipistrellus nathusii,0.391,0.595,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,5.670728799631201,360.4995,360.506,40937,59716,Myotis daubentonii,0.224,0.502,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,49920.0,9.05792086486787,1350.3885,1350.3944,46093,66593,Pipistrellus pipistrellus,0.266,0.526,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,18.966784348723156,450.6525,450.6604,43515,67069,Pipistrellus pipistrellus,0.448,0.668,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,8.196347977619748,1440.5955,1440.6018,42656,60381,Pipistrellus nathusii,0.337,0.541,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,10.535855180196448,1320.2885,1320.2956,40937,58199,Pipistrellus nathusii,0.28,0.54,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,17.308029065796635,932.1445,932.1534,42656,65467,Pipistrellus nathusii,0.171,0.51,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,9.413217566761311,991.2265,991.232,40078,57008,Myotis daubentonii,0.212,0.516,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,42240.0,13.317873367501607,600.1595,600.1656,41796,58447,Pipistrellus nathusii,0.298,0.518,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,21.670607890169492,330.5715,330.5797,42656,62715,Pipistrellus nathusii,0.191,0.571,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,13.269605271596749,1020.6635,1020.6716,42656,58900,Pipistrellus nathusii,0.395,0.512,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,52800.0,11.76519964039784,631.3445,631.3503,52109,59392,Pipistrellus pygmaeus,0.482,0.542,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,19.303421346073904,1050.4235,1050.4309,43515,68481,Pipistrellus pipistrellus,0.274,0.61,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,16.153680421805642,900.2155,900.2217,41796,66746,Pipistrellus nathusii,0.376,0.568,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,18.29133343954404,1081.0245,1081.0301,36640,74481,Myotis daubentonii,0.384,0.522,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,9.40613845084004,572.6485,572.654,40937,61048,Myotis daubentonii,0.232,0.515,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,5.595184278795405,1111.6065,1111.6121,41796,58499,Myotis daubentonii,0.301,0.526,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,11.919296025300829,1141.5185,1141.524,40078,55876,Pipistrellus nathusii,0.253,0.533,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,14.562752916482676,270.5205,270.5262,41796,50988,Pipistrellus nathusii,0.49,0.519,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,11.3292454085276,1171.0985,1171.1041,41796,63206,Myotis daubentonii,0.435,0.529,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,23.15881071712292,90.1835,90.1912,41796,60477,Pipistrellus nathusii,0.39,0.541,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,3.9491247579386144,541.4965,541.5016,41796,56690,Myotis daubentonii,0.226,0.558,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,52800.0,11.540594937811022,1200.1495,1200.1533,50390,68955,Pipistrellus pipistrellus,0.497,0.589,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,13.70458021917921,1740.5005,1740.506,41796,55319,Pipistrellus nathusii,0.396,0.517,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,47040.0,20.971038523400654,1230.8765,1230.8838,43515,66763,Pipistrellus pipistrellus,0.178,0.506,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,17.689242254261046,150.8175,150.8246,43515,75138,Pipistrellus pipistrellus,0.266,0.531,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,13.806416870100477,60.3155,60.3241,43515,57478,Pipistrellus pipistrellus,0.191,0.575,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,8.511732964632019,872.6165,872.6214,42656,59557,Pipistrellus nathusii,0.371,0.511,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,6.848495488459863,30.9315,30.9376,45234,58000,Pipistrellus pipistrellus,0.587,0.644,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
